#--- Experiment --------------------------------------------------------------------------
#GOERE6_2020004016
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.1.1.1035   www.pyroscience.com
#<<DeviceNameDisabled>>
#--- Instrument --------------------------------------------------------------------------
#Device: Pico-pH [A] PICO-pH SN:2491CB02591E7FEC Firmware:4.03 Build:003
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - pH Sensor - XBE7-225-577
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	40% (E)	10M (400x)	3000	FALSE	FALSE	FALSE	TRUE	0	47	0	pH	1 mm	0	Fixed Temperature ('C)	20.000000	1	Internal Pressure Sensor	1013.000000	0.375000
#Calibration:	lastCal1	lastCal2	lastCal3	pka (pH)	slope	dPhi_ref (°)	pka_t (pH/K)	dyn_t (1/K)	bottom_t (1/K)	slope_t (1/K)	f	lambda_std (nm)	pka_is1	pka_is2	bkgdAmpl (mV)	bkgdDphi (°)	offset (pH)	dPhi1 (°)	pH1 (pH)	temp1 (°C)	salinity1 (g/L)	ldev1 (nm)	dPhi2 (°)	pH2 (pH)	temp2 (°C)	salinity2 (g/L)	ldev2 (nm)	Aon	Aoff
#	9/16/2020	9/16/2020	9/16/2020	8.244444	1.081000	57.800000	-0.011500	-0.002090	0.000199	0.000000	0.032500	623.000000	2.540000	0.250000	0.000000	0.000000	-0.354800	24.353750	4.007550	20.000000	2.000000	622.679199	53.057446	10.063831	20.000000	6.500000	622.675781	0.000000	0.000000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A Int. T1] - Fixed Temperature
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	pH [A Ch.1 Main]	pH (pH) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	ldev (nm) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Fixed Temp (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]
16-09-2020	10:37:37.111	0.037	7.894	7.894	31.620	253	0	622.716	OK	16-09-2020	10:37:37.111	0.037	20.000	OK
16-09-2020	10:37:52.111	15.037	7.888	7.888	31.543	253	0	622.723	OK	16-09-2020	10:37:52.111	15.037	20.000	OK
16-09-2020	10:38:07.111	30.037	7.882	7.882	31.472	254	0	622.727	OK	16-09-2020	10:38:07.111	30.037	20.000	OK
16-09-2020	10:38:22.111	45.037	7.876	7.876	31.399	255	0	622.734	OK	16-09-2020	10:38:22.111	45.037	20.000	OK
16-09-2020	10:38:37.111	60.037	7.870	7.870	31.327	255	0	622.738	OK	16-09-2020	10:38:37.111	60.037	20.000	OK
16-09-2020	10:38:52.111	75.037	7.865	7.865	31.270	256	0	622.742	OK	16-09-2020	10:38:52.111	75.037	20.000	OK
16-09-2020	10:39:07.111	90.037	7.862	7.862	31.226	256	0	622.747	OK	16-09-2020	10:39:07.111	90.037	20.000	OK
16-09-2020	10:39:22.111	105.037	7.857	7.857	31.171	256	0	622.755	OK	16-09-2020	10:39:22.111	105.037	20.000	OK
16-09-2020	10:39:37.112	120.038	7.855	7.855	31.141	257	0	622.757	OK	16-09-2020	10:39:37.112	120.038	20.000	OK
16-09-2020	10:39:52.112	135.038	7.852	7.852	31.108	257	0	622.762	OK	16-09-2020	10:39:52.112	135.038	20.000	OK
16-09-2020	10:40:07.112	150.038	7.848	7.848	31.063	257	0	622.766	OK	16-09-2020	10:40:07.112	150.038	20.000	OK
16-09-2020	10:40:22.113	165.038	7.846	7.846	31.028	258	0	622.772	OK	16-09-2020	10:40:22.113	165.038	20.000	OK
16-09-2020	10:40:37.112	180.038	7.844	7.844	31.008	258	0	622.775	OK	16-09-2020	10:40:37.112	180.038	20.000	OK
16-09-2020	10:40:52.112	195.038	7.839	7.839	30.953	258	0	622.783	OK	16-09-2020	10:40:52.112	195.038	20.000	OK
16-09-2020	10:41:07.112	210.038	7.839	7.839	30.952	258	0	622.785	OK	16-09-2020	10:41:07.112	210.038	20.000	OK
16-09-2020	10:41:22.113	225.039	7.835	7.835	30.899	259	0	622.791	OK	16-09-2020	10:41:22.113	225.039	20.000	OK
16-09-2020	10:41:37.113	240.039	7.833	7.833	30.877	259	0	622.793	OK	16-09-2020	10:41:37.113	240.039	20.000	OK
16-09-2020	10:41:52.113	255.039	7.832	7.832	30.864	259	0	622.799	OK	16-09-2020	10:41:52.113	255.039	20.000	OK
