#--- Experiment --------------------------------------------------------------------------
#WALCRN2_2020005959
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.1.1.1035   www.pyroscience.com
#<<DeviceNameDisabled>>
#--- Instrument --------------------------------------------------------------------------
#Device: Pico-pH [A] PICO-pH SN:2491CB02591E7FEC Firmware:4.03 Build:003
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - pH Sensor - XBE7-225-577
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	40% (E)	10M (400x)	3000	FALSE	FALSE	FALSE	TRUE	0	47	0	pH	1 mm	0	Fixed Temperature ('C)	20.000000	1	Internal Pressure Sensor	1013.000000	0.375000
#Calibration:	lastCal1	lastCal2	lastCal3	pka (pH)	slope	dPhi_ref (°)	pka_t (pH/K)	dyn_t (1/K)	bottom_t (1/K)	slope_t (1/K)	f	lambda_std (nm)	pka_is1	pka_is2	bkgdAmpl (mV)	bkgdDphi (°)	offset (pH)	dPhi1 (°)	pH1 (pH)	temp1 (°C)	salinity1 (g/L)	ldev1 (nm)	dPhi2 (°)	pH2 (pH)	temp2 (°C)	salinity2 (g/L)	ldev2 (nm)	Aon	Aoff
#	9/15/2020	9/15/2020	9/15/2020	8.244444	1.081000	57.800000	-0.011500	-0.002090	0.000199	0.000000	0.032500	623.000000	2.540000	0.250000	0.000000	0.000000	-0.364250	24.265301	4.007550	20.000000	2.000000	622.707825	53.051502	10.063831	20.000000	6.500000	622.602600	0.000000	0.000000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A Int. T1] - Fixed Temperature
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	pH [A Ch.1 Main]	pH (pH) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	ldev (nm) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Fixed Temp (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]
15-09-2020	12:23:45.336	0.027	8.056	8.056	33.798	238	0	622.671	OK	15-09-2020	12:23:45.336	0.027	20.000	OK
15-09-2020	12:24:00.337	15.028	8.057	8.057	33.805	238	0	622.667	OK	15-09-2020	12:24:00.337	15.028	20.000	OK
15-09-2020	12:24:15.337	30.027	8.055	8.055	33.786	238	0	622.658	OK	15-09-2020	12:24:15.337	30.027	20.000	OK
15-09-2020	12:24:30.337	45.028	8.055	8.055	33.786	238	0	622.653	OK	15-09-2020	12:24:30.337	45.028	20.000	OK
15-09-2020	12:24:45.337	60.028	8.055	8.055	33.785	238	0	622.651	OK	15-09-2020	12:24:45.337	60.028	20.000	OK
15-09-2020	12:25:00.337	75.028	8.055	8.055	33.794	238	0	622.645	OK	15-09-2020	12:25:00.337	75.028	20.000	OK
15-09-2020	12:25:15.337	90.028	8.053	8.053	33.761	238	0	622.638	OK	15-09-2020	12:25:15.337	90.028	20.000	OK
15-09-2020	12:25:30.338	105.028	8.051	8.051	33.746	238	0	622.634	OK	15-09-2020	12:25:30.338	105.028	20.000	OK
15-09-2020	12:25:45.338	120.029	8.052	8.052	33.760	238	0	622.630	OK	15-09-2020	12:25:45.338	120.029	20.000	OK
15-09-2020	12:26:00.337	135.027	8.052	8.052	33.757	239	0	622.625	OK	15-09-2020	12:26:00.337	135.027	20.000	OK
15-09-2020	12:26:15.339	150.029	8.053	8.053	33.775	239	0	622.615	OK	15-09-2020	12:26:15.339	150.029	20.000	OK
15-09-2020	12:26:30.339	165.030	8.051	8.051	33.760	239	0	622.608	OK	15-09-2020	12:26:30.339	165.030	20.000	OK
15-09-2020	12:26:45.339	180.029	8.052	8.052	33.764	239	-1	622.602	OK	15-09-2020	12:26:45.339	180.029	20.000	OK
15-09-2020	12:27:00.341	195.032	8.052	8.052	33.777	239	-1	622.600	OK	15-09-2020	12:27:00.341	195.032	20.000	OK
15-09-2020	12:27:15.342	210.033	8.050	8.050	33.743	239	0	622.598	OK	15-09-2020	12:27:15.342	210.033	20.000	OK
15-09-2020	12:27:30.342	225.033	8.050	8.050	33.745	239	0	622.594	OK	15-09-2020	12:27:30.342	225.033	20.000	OK
15-09-2020	12:27:45.343	240.033	8.050	8.050	33.745	239	0	622.594	OK	15-09-2020	12:27:45.343	240.033	20.000	OK
15-09-2020	12:28:00.343	255.034	8.049	8.049	33.732	239	-1	622.592	OK	15-09-2020	12:28:00.343	255.034	20.000	OK
