#--- Experiment --------------------------------------------------------------------------
#NOORDWK20_2020005967
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.1.1.1035   www.pyroscience.com
#<<DeviceNameDisabled>>
#--- Instrument --------------------------------------------------------------------------
#Device: Pico-pH [A] PICO-pH SN:2491CB02591E7FEC Firmware:4.03 Build:003
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - pH Sensor - XBE7-225-577
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	40% (E)	10M (400x)	3000	FALSE	FALSE	FALSE	TRUE	0	47	0	pH	1 mm	0	Fixed Temperature ('C)	20.000000	1	Internal Pressure Sensor	1013.000000	0.375000
#Calibration:	lastCal1	lastCal2	lastCal3	pka (pH)	slope	dPhi_ref (°)	pka_t (pH/K)	dyn_t (1/K)	bottom_t (1/K)	slope_t (1/K)	f	lambda_std (nm)	pka_is1	pka_is2	bkgdAmpl (mV)	bkgdDphi (°)	offset (pH)	dPhi1 (°)	pH1 (pH)	temp1 (°C)	salinity1 (g/L)	ldev1 (nm)	dPhi2 (°)	pH2 (pH)	temp2 (°C)	salinity2 (g/L)	ldev2 (nm)	Aon	Aoff
#	9/10/2020	9/10/2020	9/10/2020	8.244444	1.081000	57.800000	-0.011500	-0.002090	0.000199	0.000000	0.032500	623.000000	2.540000	0.250000	0.000000	0.000000	-0.361949	23.960201	4.007550	20.000000	2.000000	622.679260	53.029198	10.063831	20.000000	6.500000	622.686829	0.000000	0.000000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A Int. T1] - Fixed Temperature
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	pH [A Ch.1 Main]	pH (pH) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	ldev (nm) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Fixed Temp (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]
10-09-2020	15:23:36.165	0.033	8.104	8.104	34.082	234	1	622.834	OK	10-09-2020	15:23:36.165	0.033	20.000	OK
10-09-2020	15:23:51.162	15.030	8.107	8.107	34.128	233	0	622.836	OK	10-09-2020	15:23:51.162	15.030	20.000	OK
10-09-2020	15:24:06.163	30.031	8.109	8.109	34.158	233	0	622.838	OK	10-09-2020	15:24:06.163	30.031	20.000	OK
10-09-2020	15:24:21.163	45.031	8.111	8.111	34.189	233	0	622.838	OK	10-09-2020	15:24:21.163	45.031	20.000	OK
10-09-2020	15:24:36.164	60.032	8.112	8.112	34.203	233	0	622.830	OK	10-09-2020	15:24:36.164	60.032	20.000	OK
10-09-2020	15:24:51.165	75.033	8.114	8.114	34.232	232	0	622.828	OK	10-09-2020	15:24:51.165	75.033	20.000	OK
10-09-2020	15:25:06.166	90.034	8.116	8.116	34.276	232	1	622.819	OK	10-09-2020	15:25:06.166	90.034	20.000	OK
10-09-2020	15:25:21.166	105.034	8.116	8.116	34.274	232	0	622.810	OK	10-09-2020	15:25:21.166	105.034	20.000	OK
10-09-2020	15:25:36.166	120.034	8.118	8.118	34.303	232	0	622.799	OK	10-09-2020	15:25:36.166	120.034	20.000	OK
10-09-2020	15:25:51.167	135.035	8.119	8.119	34.324	232	1	622.789	OK	10-09-2020	15:25:51.167	135.035	20.000	OK
10-09-2020	15:26:06.168	150.036	8.120	8.120	34.344	232	0	622.777	OK	10-09-2020	15:26:06.168	150.036	20.000	OK
10-09-2020	15:26:21.168	165.036	8.119	8.119	34.341	232	0	622.772	OK	10-09-2020	15:26:21.168	165.036	20.000	OK
10-09-2020	15:26:36.168	180.036	8.121	8.121	34.371	232	0	622.764	OK	10-09-2020	15:26:36.168	180.036	20.000	OK
10-09-2020	15:26:51.168	195.036	8.121	8.121	34.373	232	0	622.760	OK	10-09-2020	15:26:51.168	195.036	20.000	OK
10-09-2020	15:27:06.168	210.036	8.123	8.123	34.408	232	-1	622.759	OK	10-09-2020	15:27:06.168	210.036	20.000	OK
10-09-2020	15:27:21.168	225.036	8.122	8.122	34.382	232	0	622.755	OK	10-09-2020	15:27:21.168	225.036	20.000	OK
10-09-2020	15:27:36.168	240.036	8.122	8.122	34.394	232	0	622.753	OK	10-09-2020	15:27:36.168	240.036	20.000	OK
10-09-2020	15:27:51.167	255.036	8.124	8.124	34.414	232	0	622.749	OK	10-09-2020	15:27:51.167	255.036	20.000	OK
10-09-2020	15:28:06.169	270.037	8.124	8.124	34.427	232	0	622.746	OK	10-09-2020	15:28:06.169	270.037	20.000	OK
10-09-2020	15:28:21.169	285.037	8.124	8.124	34.425	232	1	622.746	OK	10-09-2020	15:28:21.169	285.037	20.000	OK
10-09-2020	15:28:36.169	300.037	8.125	8.125	34.430	232	1	622.746	OK	10-09-2020	15:28:36.169	300.037	20.000	OK
10-09-2020	15:28:51.169	315.037	8.125	8.125	34.438	232	0	622.746	OK	10-09-2020	15:28:51.169	315.037	20.000	OK
10-09-2020	15:29:06.168	330.037	8.125	8.125	34.439	232	0	622.747	OK	10-09-2020	15:29:06.168	330.037	20.000	OK
10-09-2020	15:29:21.169	345.037	8.125	8.125	34.441	232	0	622.747	OK	10-09-2020	15:29:21.169	345.037	20.000	OK
10-09-2020	15:29:36.170	360.038	8.126	8.126	34.446	232	0	622.747	OK	10-09-2020	15:29:36.170	360.038	20.000	OK
10-09-2020	15:29:51.169	375.038	8.126	8.126	34.453	232	1	622.749	OK	10-09-2020	15:29:51.169	375.038	20.000	OK
10-09-2020	15:30:06.170	390.038	8.125	8.125	34.428	232	0	622.751	OK	10-09-2020	15:30:06.170	390.038	20.000	OK
10-09-2020	15:30:21.170	405.038	8.126	8.126	34.456	232	0	622.749	OK	10-09-2020	15:30:21.170	405.038	20.000	OK
10-09-2020	15:30:36.170	420.038	8.127	8.127	34.459	232	0	622.753	OK	10-09-2020	15:30:36.170	420.038	20.000	OK
10-09-2020	15:30:51.169	435.038	8.127	8.127	34.462	232	0	622.755	OK	10-09-2020	15:30:51.169	435.038	20.000	OK
10-09-2020	15:31:06.170	450.038	8.126	8.126	34.450	232	0	622.757	OK	10-09-2020	15:31:06.170	450.038	20.000	OK
10-09-2020	15:31:21.169	465.037	8.127	8.127	34.453	232	0	622.760	OK	10-09-2020	15:31:21.169	465.037	20.000	OK
10-09-2020	15:31:36.170	480.038	8.126	8.126	34.438	232	0	622.760	OK	10-09-2020	15:31:36.170	480.038	20.000	OK
10-09-2020	15:31:51.170	495.038	8.126	8.126	34.439	232	0	622.762	OK	10-09-2020	15:31:51.170	495.038	20.000	OK
10-09-2020	15:32:06.170	510.038	8.127	8.127	34.458	232	0	622.768	OK	10-09-2020	15:32:06.170	510.038	20.000	OK
10-09-2020	15:32:21.170	525.038	8.127	8.127	34.455	232	0	622.768	OK	10-09-2020	15:32:21.170	525.038	20.000	OK
10-09-2020	15:32:36.170	540.038	8.127	8.127	34.459	232	0	622.770	OK	10-09-2020	15:32:36.170	540.038	20.000	OK
10-09-2020	15:32:51.170	555.038	8.128	8.128	34.463	232	1	622.772	OK	10-09-2020	15:32:51.170	555.038	20.000	OK
10-09-2020	15:33:06.169	570.038	8.128	8.128	34.469	231	0	622.775	OK	10-09-2020	15:33:06.169	570.038	20.000	OK
10-09-2020	15:33:21.170	585.038	8.127	8.127	34.460	231	0	622.777	OK	10-09-2020	15:33:21.170	585.038	20.000	OK
10-09-2020	15:33:36.170	600.038	8.128	8.128	34.472	231	0	622.779	OK	10-09-2020	15:33:36.170	600.038	20.000	OK
10-09-2020	15:33:51.169	615.037	8.128	8.128	34.468	231	0	622.783	OK	10-09-2020	15:33:51.169	615.037	20.000	OK
10-09-2020	15:34:06.170	630.038	8.127	8.127	34.446	231	0	622.785	OK	10-09-2020	15:34:06.170	630.038	20.000	OK
10-09-2020	15:34:21.170	645.038	8.128	8.128	34.454	231	-1	622.793	OK	10-09-2020	15:34:21.170	645.038	20.000	OK
10-09-2020	15:34:36.170	660.038	8.127	8.127	34.444	231	0	622.791	OK	10-09-2020	15:34:36.170	660.038	20.000	OK
10-09-2020	15:34:51.170	675.038	8.127	8.127	34.449	231	0	622.793	OK	10-09-2020	15:34:51.170	675.038	20.000	OK
