#--- Experiment --------------------------------------------------------------------------
#GOERE2_2020004015
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.1.1.1035   www.pyroscience.com
#<<DeviceNameDisabled>>
#--- Instrument --------------------------------------------------------------------------
#Device: Pico-pH [A] PICO-pH SN:2491CB02591E7FEC Firmware:4.03 Build:003
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - pH Sensor - XBE7-225-577
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	40% (E)	10M (400x)	3000	FALSE	FALSE	FALSE	TRUE	0	47	0	pH	1 mm	0	Fixed Temperature ('C)	20.000000	1	Internal Pressure Sensor	1013.000000	0.375000
#Calibration:	lastCal1	lastCal2	lastCal3	pka (pH)	slope	dPhi_ref (°)	pka_t (pH/K)	dyn_t (1/K)	bottom_t (1/K)	slope_t (1/K)	f	lambda_std (nm)	pka_is1	pka_is2	bkgdAmpl (mV)	bkgdDphi (°)	offset (pH)	dPhi1 (°)	pH1 (pH)	temp1 (°C)	salinity1 (g/L)	ldev1 (nm)	dPhi2 (°)	pH2 (pH)	temp2 (°C)	salinity2 (g/L)	ldev2 (nm)	Aon	Aoff
#	9/16/2020	9/16/2020	9/16/2020	8.244444	1.081000	57.800000	-0.011500	-0.002090	0.000199	0.000000	0.032500	623.000000	2.540000	0.250000	0.000000	0.000000	-0.354800	24.353750	4.007550	20.000000	2.000000	622.679199	53.057446	10.063831	20.000000	6.500000	622.675781	0.000000	0.000000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A Int. T1] - Fixed Temperature
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	pH [A Ch.1 Main]	pH (pH) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	ldev (nm) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Fixed Temp (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]
16-09-2020	12:17:38.619	0.028	7.895	7.895	31.653	254	0	622.677	OK	16-09-2020	12:17:38.619	0.028	20.000	OK
16-09-2020	12:17:53.619	15.028	7.886	7.886	31.544	254	0	622.679	OK	16-09-2020	12:17:53.619	15.028	20.000	OK
16-09-2020	12:18:08.620	30.029	7.879	7.879	31.454	255	0	622.684	OK	16-09-2020	12:18:08.620	30.029	20.000	OK
16-09-2020	12:18:23.620	45.029	7.874	7.874	31.394	256	0	622.690	OK	16-09-2020	12:18:23.620	45.029	20.000	OK
16-09-2020	12:18:38.621	60.030	7.869	7.869	31.338	256	0	622.693	OK	16-09-2020	12:18:38.621	60.030	20.000	OK
16-09-2020	12:18:53.623	75.032	7.865	7.865	31.281	256	0	622.699	OK	16-09-2020	12:18:53.623	75.032	20.000	OK
16-09-2020	12:19:08.622	90.031	7.860	7.860	31.219	257	0	622.705	OK	16-09-2020	12:19:08.622	90.031	20.000	OK
16-09-2020	12:19:23.623	105.032	7.855	7.855	31.162	257	-1	622.710	OK	16-09-2020	12:19:23.623	105.032	20.000	OK
16-09-2020	12:19:38.622	120.031	7.853	7.853	31.135	258	-1	622.714	OK	16-09-2020	12:19:38.622	120.031	20.000	OK
16-09-2020	12:19:53.622	135.031	7.850	7.850	31.105	258	-1	622.718	OK	16-09-2020	12:19:53.622	135.031	20.000	OK
16-09-2020	12:20:08.622	150.031	7.846	7.846	31.052	258	0	622.723	OK	16-09-2020	12:20:08.622	150.031	20.000	OK
16-09-2020	12:20:23.622	165.031	7.845	7.845	31.042	258	0	622.727	OK	16-09-2020	12:20:23.622	165.031	20.000	OK
16-09-2020	12:20:38.622	180.031	7.842	7.842	31.003	259	1	622.731	OK	16-09-2020	12:20:38.622	180.031	20.000	OK
16-09-2020	12:20:53.622	195.031	7.841	7.841	30.993	259	0	622.733	OK	16-09-2020	12:20:53.622	195.031	20.000	OK
16-09-2020	12:21:08.622	210.031	7.838	7.838	30.957	259	0	622.736	OK	16-09-2020	12:21:08.622	210.031	20.000	OK
16-09-2020	12:21:23.622	225.031	7.833	7.833	30.907	259	0	622.742	OK	16-09-2020	12:21:23.622	225.031	20.000	OK
16-09-2020	12:21:38.623	240.032	7.835	7.835	30.924	260	0	622.746	OK	16-09-2020	12:21:38.623	240.032	20.000	OK
16-09-2020	12:21:53.623	255.032	7.831	7.831	30.872	260	0	622.749	OK	16-09-2020	12:21:53.623	255.032	20.000	OK
