bottle	CRM_1200ppm3	0	0	0	0	0.00	0.00	35.000	4.000
bottle	CRM_1200ppm3	0	0	0	0	0.00	0.00	35.000	4.000
bottle	CRM_1200ppm3	0	0	0	0	4.000	35.000	1.02375	1228.500000	23.620000	4	23878	2205.08	0.113450	µmol/kg	2.499054	0.113331	2000.00	0.00	186	reject first	by LI-COR		0.00	0.00	09/13/21	17:21	23914	23908	23855	23872	
