bottle	CRM_400ppm2	0	0	0	0	0.00	0.00	35.000	4.000
bottle	CRM_400ppm2	0	0	0	0	0.00	0.00	35.000	4.000
bottle	CRM_400ppm2	0	0	0	0	4.000	35.000	1.02392	1228.704000	23.060000	4	22223	2051.92	0.113450	µmol/kg	2.690370	0.131115	2000.00	0.00	186	reject first	by LI-COR		0.00	0.00	09/06/21	12:24	33971	22216	22255	22198	
