batch_number,analysis_date,n_samples,mean,median,standard_error_batch,standard_error_all_batches
1,2021-10-06,10.0,2281.6853435975663,2281.6079662411325,0.3011052404487264,0.20971594353091594
2,2021-10-13,9.0,2281.917497196873,2281.472103538541,0.3227753453516637,0.20971594353091594
3,2021-10-27,8.0,2282.8134193654982,2282.6285794893683,0.3637048326486445,0.20971594353091594
