Latitude,Longitude,Station,Niskin,Temperature,Salinity,DIC_VINDTA,DIC_QUAATRO
33.44694444444444,-34.620555555555555,6,23,21.86752646079889,36.970696412722205,2097.2186874665704,2152.45
33.44694444444444,-34.620555555555555,6,24,21.86612457912457,36.970698484848505,2095.7018394557726,2148.9
33.30222222222222,-33.952777777777776,7,1,2.647149333333334,34.92836533333333,2193.2924776641985,2222.55
33.30222222222222,-33.952777777777776,7,9,3.2732116997546306,34.97579551639549,2181.922003498866,2212.1000000000004
33.30222222222222,-33.952777777777776,7,10,5.74370374383696,35.23043557288975,2171.077085965907,2202.25
33.30222222222222,-33.952777777777776,7,11,9.113143190993805,35.4428774611802,2186.378834622001,2219.5
33.30222222222222,-33.952777777777776,7,12,12.009237795447133,35.61483543731606,2180.21775068318,2211.9
33.30222222222222,-33.952777777777776,7,13,16.45701124381004,36.24355387416256,2147.209576920166,2185.4
33.30222222222222,-33.952777777777776,7,16,20.11592769013424,36.76315196609373,2122.660907489119,2163.45
33.30222222222222,-33.952777777777776,7,18,21.740371875,36.9941875,2096.777125325085,2149.2
33.30222222222222,-33.952777777777776,7,21,21.709251206140245,36.96565511695901,2097.593430042244,2147.7
33.30222222222222,-33.952777777777776,7,22,21.72042045454546,36.96929318181819,2097.3668732991646,2149.8500000000004
33.30222222222222,-33.952777777777776,7,24,21.76797724137932,36.985607586206896,2099.757383631141,2150.35
35.00055555555556,-21.26,9,1,2.473695689655172,34.910843965517245,2201.939361596963,2233.45
35.00055555555556,-21.26,9,8,2.6369024788182607,34.94457664020872,2195.3207758625176,2229.75
35.00055555555556,-21.26,9,9,3.2768592391118565,35.001860069574505,2186.4124710771293,2212.45
35.00055555555556,-21.26,9,10,6.515299432056475,35.437049928351584,2178.266874551402,2206.6
35.00055555555556,-21.26,9,11,10.108893236805802,35.7731609439638,2199.02923490537,2249.3
35.00055555555556,-21.26,9,13,12.681130152818792,35.71605773725442,2168.4303276579403,2205.3
35.00055555555556,-21.26,9,16,16.42409677914113,36.235891274710326,2139.8720171017026,2186.4
35.00055555555556,-21.26,9,18,18.064341250000005,36.52956,2116.069363027723,2167.1499999999996
35.00055555555556,-21.26,9,21,18.07793207625356,36.51887550766692,2113.77011637361,2168.7
35.00055555555556,-21.26,9,23,18.073301301319653,36.51166924486832,2116.032719076008,2167.1000000000004
35.00055555555556,-21.26,9,24,18.06843125,36.50912993421051,2114.3579665227667,2162.8
