EXPOCODE,Cruise_ID,Station_ID,Cast_number,Niskin_ID,Year_UTC,Month_UTC,Day_UTC,Time_UTC,Latitude,Longitude,CTDPRES,Depth,CTDTEMP_ITS90,CTDSAL_PSS78,DIC,DIC_flag,TA,TA_flag,Silicate,Silicate_flag,Phosphate,Phosphate_flag,Nitrate,Nitrate_flag,Nitrite,Nitrite_flag,Nitrate_and_Nitrite,Nitrate_and_Nitrite_flag,Ammonium,Ammonium_flag,pH_initial_talk
06SN20201204,SO279,1,1,1,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,4422.328846153848,4340.435346153845,2.484317307692308,34.90321634615383,2207.76189532803,2.0,2357.6514926983746,2.0,45.34547599700731,2.0,1.5202247243410023,2.0,22.56798753163211,2.0,0.0087902489682422,2.0,22.576777780600352,2.0,0.1382022476673638,2.0,7.829442371679075
06SN20201204,SO279,1,1,2,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,4423.079169491526,4341.164508474574,2.484124576271187,34.90333644067796,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
06SN20201204,SO279,1,1,3,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,4263.232243532919,4185.760879315676,2.4852308152118088,34.90544289395042,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
06SN20201204,SO279,1,1,4,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,4072.005761904762,3999.7611666666658,2.499164285714285,34.90911904761906,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
06SN20201204,SO279,1,1,5,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,4070.406409090909,3998.204522727272,2.4994750000000003,34.909196590909104,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
06SN20201204,SO279,1,1,6,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,3548.458050701836,3489.460932883317,2.6064669287412983,34.922463026386524,2201.203896954566,2.0,2350.526132210541,2.0,43.56385280022519,2.0,1.4894376181585374,2.0,22.341075932175382,2.0,0.0102551442561735,2.0,22.351331076431563,2.0,0.1372235969516554,2.0,7.825141107579683
06SN20201204,SO279,1,1,7,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,2525.666199122125,2489.473221217884,3.195983921065345,34.955607659115735,2190.3538845707635,2.0,2339.899433428958,2.0,35.48681126332424,2.0,1.405408597988815,2.0,21.07429237484548,2.0,0.0117198771201291,2.0,21.08601225196561,2.0,0.115245458347936,2.0,7.826866666061008
06SN20201204,SO279,1,1,8,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,1516.7053239472891,1498.435973130156,5.4958673034452445,35.16687569383085,2166.286320473316,2.0,2310.394565257378,2.0,14.015267929800595,2.0,1.001404442571713,3.0,14.380968528282416,3.0,0.0624962304481614,3.0,14.44346475873058,2.0,0.4540741743499235,3.0,7.814022735142771
06SN20201204,SO279,1,1,9,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,881.9682664104103,872.7622730632754,9.494242785334158,35.59715712596085,2194.5477899421726,2.0,2349.690706507768,2.0,10.052341624639736,2.0,1.0938236261625467,2.0,17.67005931027957,2.0,0.0102500205932232,2.0,17.680309330872795,2.0,0.1176311887127057,2.0,7.831695683478255
06SN20201204,SO279,1,1,10,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,535.0038436343164,529.8208206985321,10.911860993079,35.55481377353945,2196.5654568484806,2.0,2351.7818041088985,2.0,8.337921096888895,2.0,0.8805531939344085,3.0,13.997086135955154,3.0,0.0131790112174218,2.0,14.010265147172577,2.0,0.2582109975561541,2.0,7.836610677214598
06SN20201204,SO279,1,1,11,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,300.52153124999995,297.80365625,11.555364062499995,35.532046875000006,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
06SN20201204,SO279,1,1,12,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,225.25994524261307,223.25889021415028,11.865961588506394,35.562849132556245,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
06SN20201204,SO279,1,1,13,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,149.54182,148.24350000000004,12.267224,35.605245000000004,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
06SN20201204,SO279,1,1,14,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,123.73337871674516,122.66625352112663,12.71818298122064,35.62650453834114,2146.5572141556213,2.0,2337.705534175081,2.0,2.552687737580221,2.0,0.5217635165340835,3.0,8.14468456539219,3.0,0.0541775026522761,2.0,8.198862068044466,2.0,0.3182318173809376,2.0,7.915637120905174
06SN20201204,SO279,1,1,15,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,87.76857821011684,87.01943501945509,13.657859260700407,35.66284715953313,2116.4264658326747,2.0,2345.334385681424,2.0,0.9634550593789616,2.0,1.3597699064993851,3.0,5.65383151359974,3.0,1.082544742503818,2.0,6.73637625610356,3.0,6.756387227448309,3.0,7.98180181662201
06SN20201204,SO279,1,1,16,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,73.6047647058823,72.97911764705881,13.673941176470588,35.6648955882353,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
06SN20201204,SO279,1,1,17,2020,12,8,08:00:00,47.25138888888889,-10.176388888888887,62.266024744027256,61.73834982935136,13.671232124573413,35.66490418088749,2118.041238727092,2.0,2343.470302268652,2.0,0.9414903637640276,2.0,0.2005974803043106,2.0,2.509176754852704,2.0,0.2230487798030899,2.0,2.732225534655794,2.0,0.1268986493409264,2.0,7.982205906825102
