#--- Experiment --------------------------------------------------------------------------
#TERSLG135_2020005972
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.1.1.1035   www.pyroscience.com
#<<DeviceNameDisabled>>
#--- Instrument --------------------------------------------------------------------------
#Device: Pico-pH [A] PICO-pH SN:2491CB02591E7FEC Firmware:4.03 Build:003
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - pH Sensor - XBE7-225-577
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	40% (E)	10M (400x)	3000	FALSE	FALSE	FALSE	TRUE	0	47	0	pH	1 mm	0	Fixed Temperature ('C)	20.000000	1	Internal Pressure Sensor	1013.000000	0.375000
#Calibration:	lastCal1	lastCal2	lastCal3	pka (pH)	slope	dPhi_ref (°)	pka_t (pH/K)	dyn_t (1/K)	bottom_t (1/K)	slope_t (1/K)	f	lambda_std (nm)	pka_is1	pka_is2	bkgdAmpl (mV)	bkgdDphi (°)	offset (pH)	dPhi1 (°)	pH1 (pH)	temp1 (°C)	salinity1 (g/L)	ldev1 (nm)	dPhi2 (°)	pH2 (pH)	temp2 (°C)	salinity2 (g/L)	ldev2 (nm)	Aon	Aoff
#	9/10/2020	9/10/2020	9/10/2020	8.244444	1.081000	57.800000	-0.011500	-0.002090	0.000199	0.000000	0.032500	623.000000	2.540000	0.250000	0.000000	0.000000	-0.361949	23.960201	4.007550	20.000000	2.000000	622.679260	53.029198	10.063831	20.000000	6.500000	622.686829	0.000000	0.000000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A Int. T1] - Fixed Temperature
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	pH [A Ch.1 Main]	pH (pH) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	ldev (nm) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Fixed Temp (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]
10-09-2020	12:04:44.670	0.030	7.999	7.999	32.584	245	0	622.867	OK	10-09-2020	12:04:44.670	0.030	20.000	OK
10-09-2020	12:04:59.668	15.028	7.997	7.997	32.563	245	0	622.867	OK	10-09-2020	12:04:59.668	15.028	20.000	OK
10-09-2020	12:05:14.669	30.029	7.996	7.996	32.554	245	0	622.864	OK	10-09-2020	12:05:14.669	30.029	20.000	OK
10-09-2020	12:05:29.669	45.029	7.996	7.996	32.554	245	0	622.860	OK	10-09-2020	12:05:29.669	45.029	20.000	OK
10-09-2020	12:05:44.670	60.030	7.995	7.995	32.536	245	0	622.860	OK	10-09-2020	12:05:44.670	60.030	20.000	OK
10-09-2020	12:05:59.670	75.030	7.994	7.994	32.522	245	1	622.854	OK	10-09-2020	12:05:59.670	75.030	20.000	OK
10-09-2020	12:06:14.671	90.032	7.996	7.996	32.550	245	0	622.847	OK	10-09-2020	12:06:14.671	90.032	20.000	OK
10-09-2020	12:06:29.672	105.033	7.992	7.992	32.509	245	-1	622.839	OK	10-09-2020	12:06:29.672	105.033	20.000	OK
10-09-2020	12:06:44.672	120.032	7.993	7.993	32.530	246	0	622.828	OK	10-09-2020	12:06:44.672	120.032	20.000	OK
10-09-2020	12:06:59.672	135.033	7.990	7.990	32.493	246	1	622.821	OK	10-09-2020	12:06:59.672	135.033	20.000	OK
10-09-2020	12:07:14.672	150.033	7.992	7.992	32.511	246	0	622.815	OK	10-09-2020	12:07:14.672	150.033	20.000	OK
10-09-2020	12:07:29.674	165.034	7.990	7.990	32.496	246	0	622.808	OK	10-09-2020	12:07:29.674	165.034	20.000	OK
10-09-2020	12:07:44.674	180.035	7.989	7.989	32.479	246	0	622.802	OK	10-09-2020	12:07:44.674	180.035	20.000	OK
10-09-2020	12:07:59.675	195.035	7.988	7.988	32.476	246	0	622.797	OK	10-09-2020	12:07:59.675	195.035	20.000	OK
10-09-2020	12:08:14.674	210.035	7.988	7.988	32.478	246	0	622.797	OK	10-09-2020	12:08:14.674	210.035	20.000	OK
10-09-2020	12:08:29.676	225.036	7.986	7.986	32.450	246	0	622.793	OK	10-09-2020	12:08:29.676	225.036	20.000	OK
10-09-2020	12:08:44.676	240.037	7.987	7.987	32.460	247	0	622.789	OK	10-09-2020	12:08:44.676	240.037	20.000	OK
10-09-2020	12:08:59.676	255.036	7.986	7.986	32.455	247	0	622.787	OK	10-09-2020	12:08:59.676	255.036	20.000	OK
